"Bacteria_name","Bacteria_grep_name","Viruses_name","Viruses_grep_name"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_sp._WY228","Streptomyces_sp._WY228","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_sp._XC_2026","Streptomyces_sp._XC_2026","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_sp._YIM_121038","Streptomyces_sp._YIM_121038","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_sp._YPW6","Streptomyces_sp._YPW6","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_sp._Z022","Streptomyces_sp._Z022","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_sp._Z423.1","Streptomyces_sp._Z423.1","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_sp._ZYC.3","Streptomyces_sp._ZYC.3","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_spectabilis","Streptomyces_spectabilis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_spongiicola","Streptomyces_spongiicola","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_subrutilus","Streptomyces_subrutilus","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_tendae","Streptomyces_tendae","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_tirandamycinicus","Streptomyces_tirandamycinicus","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_tsukubensis","Streptomyces_tsukubensis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_tuirus","Streptomyces_tuirus","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_venezuelae","Streptomyces_venezuelae","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_vietnamensis","Streptomyces_vietnamensis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_vinaceus","Streptomyces_vinaceus","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_violaceoruber","Streptomyces_violaceoruber","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_violaceusniger","Streptomyces_violaceusniger","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_violascens","Streptomyces_violascens","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_viridifaciens","Streptomyces_viridifaciens","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_viridosporus","Streptomyces_viridosporus","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_xanthii","Streptomyces_xanthii","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_xiamenensis","Streptomyces_xiamenensis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_xinghaiensis","Streptomyces_xinghaiensis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_yatensis","Streptomyces_yatensis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptosporangiales.f__Nocardiopsaceae.g__Streptomonospora.s__Streptomonospora_sp._M2","Streptomonospora_sp._M2","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptosporangiales.f__Streptosporangiaceae.g__Streptosporangium.s__Streptosporangium_roseum","Streptosporangium_roseum","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptosporangiales.f__Streptosporangiaceae.g__Streptosporangium.s__Streptosporangium_sp._.caverna.","Streptosporangium_sp._.caverna.","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_acidominimus","Streptococcus_acidominimus","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_agalactiae","Streptococcus_agalactiae","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_anginosus","Streptococcus_anginosus","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_australis","Streptococcus_australis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_canis","Streptococcus_canis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_chenjunshii","Streptococcus_chenjunshii","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_constellatus","Streptococcus_constellatus","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_cristatus","Streptococcus_cristatus","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_dysgalactiae","Streptococcus_dysgalactiae","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_equi","Streptococcus_equi","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_equinus","Streptococcus_equinus","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_ferus","Streptococcus_ferus","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_gallolyticus","Streptococcus_gallolyticus","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_gordonii","Streptococcus_gordonii","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_gwangjuense","Streptococcus_gwangjuense","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_halichoeri","Streptococcus_halichoeri","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_halotolerans","Streptococcus_halotolerans","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_himalayensis","Streptococcus_himalayensis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_ilei","Streptococcus_ilei","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_infantarius","Streptococcus_infantarius","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_iniae","Streptococcus_iniae","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_intermedius","Streptococcus_intermedius","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_koreensis","Streptococcus_koreensis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_lactarius","Streptococcus_lactarius","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_lutetiensis","Streptococcus_lutetiensis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_marmotae","Streptococcus_marmotae","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_merionis","Streptococcus_merionis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_milleri","Streptococcus_milleri","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_mitis","Streptococcus_mitis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_mutans","Streptococcus_mutans","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_oralis","Streptococcus_oralis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_pantholopis","Streptococcus_pantholopis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_parasanguinis","Streptococcus_parasanguinis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_parasuis","Streptococcus_parasuis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_parauberis","Streptococcus_parauberis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_pasteurianus","Streptococcus_pasteurianus","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_periodonticum","Streptococcus_periodonticum","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_pluranimalium","Streptococcus_pluranimalium","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_pneumoniae","Streptococcus_pneumoniae","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_porcinus","Streptococcus_porcinus","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_pseudopneumoniae","Streptococcus_pseudopneumoniae","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_pseudoporcinus","Streptococcus_pseudoporcinus","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_pyogenes","Streptococcus_pyogenes","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_ratti","Streptococcus_ratti","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_respiraculi","Streptococcus_respiraculi","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_rubneri","Streptococcus_rubneri","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_ruminantium","Streptococcus_ruminantium","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_salivarius","Streptococcus_salivarius","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_sanguinis","Streptococcus_sanguinis","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_sobrinus","Streptococcus_sobrinus","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus","Strepto"
