"spes","diet","percent","change_number","spe_number","spes_hou","change_diet_number","change_diet_number_hou","PRJ_exsist_number","change_PRJ_number","Bact_host","group","type"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_phage_M6165","High_fiber_diet",0.176091259055681,1,37,0.161044771756444,2,0.328797974610715,15,0.0666666666666667,"Lactococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_phage_M6165","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_phage_M6165","Low_fiber_diet",-0.176091259055681,1,37,0.161044771756444,2,0.328797974610715,15,0.0666666666666667,"Lactococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_phage_M6165","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_05802","Low_fiber_diet",-0.176091259055681,2,65,0.284804221773949,3,0.372104203767625,12,0.166666666666667,"Lactococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_05802","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_05802","Vegatarian",-0.176091259055681,2,65,0.284804221773949,3,0.372104203767625,12,0.166666666666667,"Lactococcus","Vegatarian|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_05802","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_05802","High_fiber_diet",0.176091259055681,2,65,0.284804221773949,3,0.372104203767625,12,0.166666666666667,"Lactococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_05802","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_05802","EEN_diet",0.176091259055681,2,65,0.284804221773949,3,0.372104203767625,12,0.166666666666667,"Lactococcus","EEN_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_05802","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_05802","Omnivores",-0.176091259055681,2,65,0.284804221773949,3,0.372104203767625,12,0.166666666666667,"Lactococcus","Omnivores|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_05802","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_20R03M","Omnivores",-0.176091259055681,2,54,0.296081910965865,3,0.408248290463863,18,0.111111111111111,"Lactococcus","Omnivores|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_20R03M","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_20R03M","Vegatarian",-0.176091259055681,2,54,0.296081910965865,3,0.408248290463863,18,0.111111111111111,"Lactococcus","Vegatarian|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_20R03M","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_20R03M","High_fiber_diet",0.176091259055681,2,54,0.296081910965865,3,0.408248290463863,18,0.111111111111111,"Lactococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_20R03M","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_20R03M","EEN_diet",0.176091259055681,2,54,0.296081910965865,3,0.408248290463863,18,0.111111111111111,"Lactococcus","EEN_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_20R03M","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_20R03M","Low_fiber_diet",-0.176091259055681,2,54,0.296081910965865,3,0.408248290463863,18,0.111111111111111,"Lactococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_20R03M","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_37203","High_fiber_diet",0.176091259055681,2,72,0.27894294565113,3,0.353553390593274,9,0.222222222222222,"Lactococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_37203","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_37203","EEN_diet",0.176091259055681,2,72,0.27894294565113,3,0.353553390593274,9,0.222222222222222,"Lactococcus","EEN_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_37203","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_37203","Vegatarian",-0.176091259055681,2,72,0.27894294565113,3,0.353553390593274,9,0.222222222222222,"Lactococcus","Vegatarian|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_37203","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_37203","Omnivores",-0.176091259055681,2,72,0.27894294565113,3,0.353553390593274,9,0.222222222222222,"Lactococcus","Omnivores|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_37203","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_37203","Low_fiber_diet",-0.176091259055681,2,72,0.27894294565113,3,0.353553390593274,9,0.222222222222222,"Lactococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_37203","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_50102","High_fiber_diet",0.176091259055681,1,45,0.154039221954264,2,0.298142396999972,15,0.0666666666666667,"Lactococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_50102","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_50102","Low_fiber_diet",-0.176091259055681,1,45,0.154039221954264,2,0.298142396999972,15,0.0666666666666667,"Lactococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_50102","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_50504","Low_fiber_diet",-0.176091259055681,2,56,0.293799871300889,3,0.400891862868637,15,0.133333333333333,"Lactococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_50504","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_50504","Omnivores",-0.176091259055681,2,56,0.293799871300889,3,0.400891862868637,15,0.133333333333333,"Lactococcus","Omnivores|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_50504","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_50504","EEN_diet",0.176091259055681,2,56,0.293799871300889,3,0.400891862868637,15,0.133333333333333,"Lactococcus","EEN_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_50504","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_50504","Vegatarian",-0.176091259055681,2,56,0.293799871300889,3,0.400891862868637,15,0.133333333333333,"Lactococcus","Vegatarian|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_50504","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_50504","High_fiber_diet",0.176091259055681,2,56,0.293799871300889,3,0.400891862868637,15,0.133333333333333,"Lactococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_50504","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_5171F","Low_fiber_diet",-0.176091259055681,1,26,0.175425063581955,2,0.392232270276368,6,0.166666666666667,"Lactococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_5171F","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_5171F","High_fiber_diet",0.176091259055681,1,26,0.175425063581955,2,0.392232270276368,6,0.166666666666667,"Lactococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_5171F","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_62402","Low_fiber_diet",-0.176091259055681,1,32,0.166666666666667,2,0.353553390593274,6,0.166666666666667,"Lactococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_62402","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_62402","High_fiber_diet",0.176091259055681,1,32,0.166666666666667,2,0.353553390593274,6,0.166666666666667,"Lactococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_62402","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_62606","Low_fiber_diet",-0.176091259055681,4,51,0.59948216652779,3,0.420084025208403,9,0.444444444444444,"Lactococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_62606","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_62606","Baseline",0.397940008672038,4,51,0.59948216652779,3,0.420084025208403,9,0.444444444444444,"Lactococcus","Baseline|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_62606","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_62606","Mediterranean_diet",-0.397940008672038,4,51,0.59948216652779,3,0.420084025208403,9,0.444444444444444,"Lactococcus","Mediterranean_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_62606","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_62606","Control",-0.397940008672038,4,51,0.59948216652779,3,0.420084025208403,9,0.444444444444444,"Lactococcus","Control|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_62606","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_62606","High_fiber_diet",0.176091259055681,4,51,0.59948216652779,3,0.420084025208403,9,0.444444444444444,"Lactococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_62606","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBB14","Low_fiber_diet",-0.176091259055681,1,49,0.151178210921776,2,0.285714285714286,12,0.0833333333333333,"Lactococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBB14","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBB14","High_fiber_diet",0.176091259055681,1,49,0.151178210921776,2,0.285714285714286,12,0.0833333333333333,"Lactococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBB14","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBA3","Low_fiber_diet",-0.397940008672038,7,55,1.03224136393167,3,0.404519917477945,12,0.583333333333333,"Lactococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBA3","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBA3","Mediterranean_diet",-0.397940008672038,7,55,1.03224136393167,3,0.404519917477945,12,0.583333333333333,"Lactococcus","Mediterranean_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBA3","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBA3","High_fiber_diet",0.397940008672038,7,55,1.03224136393167,3,0.404519917477945,12,0.583333333333333,"Lactococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBA3","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBA3","Baseline",0.397940008672038,7,55,1.03224136393167,3,0.404519917477945,12,0.583333333333333,"Lactococcus","Baseline|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBA3","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBA3","Control",-0.397940008672038,7,55,1.03224136393167,3,0.404519917477945,12,0.583333333333333,"Lactococcus","Control|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBA3","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBAm4","High_fiber_diet",0.176091259055681,2,80,0.273152095196964,3,0.335410196624968,24,0.0833333333333333,"Lactococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBAm4","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBAm4","EEN_diet",0.176091259055681,2,80,0.273152095196964,3,0.335410196624968,24,0.0833333333333333,"Lactococcus","EEN_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBAm4","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBAm4","Low_fiber_diet",-0.176091259055681,2,80,0.273152095196964,3,0.335410196624968,24,0.0833333333333333,"Lactococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBAm4","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBAm4","Vegatarian",-0.176091259055681,2,80,0.273152095196964,3,0.335410196624968,24,0.0833333333333333,"Lactococcus","Vegatarian|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBAm4","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBAm4","Omnivores",-0.176091259055681,2,80,0.273152095196964,3,0.335410196624968,24,0.0833333333333333,"Lactococcus","Omnivores|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_bIBBAm4","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_c2","High_fiber_diet",0.176091259055681,1,44,0.154812382735768,2,0.301511344577764,9,0.111111111111111,"Lactococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_c2","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_c2","Low_fiber_diet",-0.176091259055681,1,44,0.154812382735768,2,0.301511344577764,9,0.111111111111111,"Lactococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_c2","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC1020","Omnivores",-0.176091259055681,6,69,0.844057024278624,4,0.481543412343077,39,0.153846153846154,"Lactococcus","Omnivores|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC1020","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC1020","Low_fiber_diet",-0.397940008672038,6,69,0.844057024278624,4,0.481543412343077,39,0.153846153846154,"Lactococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC1020","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC1020","Vegatarian",-0.176091259055681,6,69,0.844057024278624,4,0.481543412343077,39,0.153846153846154,"Lactococcus","Vegatarian|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC1020","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC1020","EEN_diet",0.176091259055681,6,69,0.844057024278624,4,0.481543412343077,39,0.153846153846154,"Lactococcus","EEN_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC1020","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC1020","Chow_diet",-0.176091259055681,6,69,0.844057024278624,4,0.481543412343077,39,0.153846153846154,"Lactococcus","Chow_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC1020","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC1020","High_fiber_diet",0.397940008672038,6,69,0.844057024278624,4,0.481543412343077,39,0.153846153846154,"Lactococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC1020","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC1020","High_fat_diet",0.176091259055681,6,69,0.844057024278624,4,0.481543412343077,39,0.153846153846154,"Lactococcus","High_fat_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC1020","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC116","Omnivores",-0.176091259055681,2,52,0.298487873054824,3,0.416025147168922,9,0.222222222222222,"Lactococcus","Omnivores|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC116","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC116","EEN_diet",0.176091259055681,2,52,0.298487873054824,3,0.416025147168922,9,0.222222222222222,"Lactococcus","EEN_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC116","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC116","High_fiber_diet",0.176091259055681,2,52,0.298487873054824,3,0.416025147168922,9,0.222222222222222,"Lactococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC116","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC116","Low_fiber_diet",-0.176091259055681,2,52,0.298487873054824,3,0.416025147168922,9,0.222222222222222,"Lactococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC116","Viru"
