"spes","diet","percent","change_number","spe_number","spes_hou","change_diet_number","change_diet_number_hou","PRJ_exsist_number","change_PRJ_number","Bact_host","group","type"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Aurunvirus.s__Synechococcus_virus_STIM5","High_fiber_diet",0.477121254719662,8,145,0.978005979279825,4,0.33218191941496,36,0.222222222222222,"Synechococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Aurunvirus.s__Synechococcus_virus_STIM5","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Aurunvirus.s__Synechococcus_virus_STIM5","Baseline",-0.1249387366083,8,145,0.978005979279825,4,0.33218191941496,36,0.222222222222222,"Synechococcus","Baseline|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Aurunvirus.s__Synechococcus_virus_STIM5","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Aurunvirus.s__Synechococcus_virus_STIM5","Mediterranean_diet",0.1249387366083,8,145,0.978005979279825,4,0.33218191941496,36,0.222222222222222,"Synechococcus","Mediterranean_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Aurunvirus.s__Synechococcus_virus_STIM5","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Aurunvirus.s__Synechococcus_virus_STIM5","Low_fiber_diet",-0.477121254719662,8,145,0.978005979279825,4,0.33218191941496,36,0.222222222222222,"Synechococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Aurunvirus.s__Synechococcus_virus_STIM5","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Bellamyvirus.s__Synechococcus_virus_Bellamy","Vegatarian",0.397940008672038,3,50,0.451544993495972,2,0.282842712474619,12,0.25,"Synechococcus","Vegatarian|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Bellamyvirus.s__Synechococcus_virus_Bellamy","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Bellamyvirus.s__Synechococcus_virus_Bellamy","Omnivores",-0.397940008672038,3,50,0.451544993495972,2,0.282842712474619,12,0.25,"Synechococcus","Omnivores|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Bellamyvirus.s__Synechococcus_virus_Bellamy","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Bellamyvirus.s__Synechococcus_virus_Bellamy","EEN_diet",-0.397940008672038,3,50,0.451544993495972,2,0.282842712474619,12,0.25,"Synechococcus","EEN_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Bellamyvirus.s__Synechococcus_virus_Bellamy","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Llyrvirus.s__Synechococcus_virus_SSKS1","Chow_diet",-0.544068044350276,5,116,0.636295761354005,2,0.185695338177052,72,0.0694444444444444,"Synechococcus","Chow_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Llyrvirus.s__Synechococcus_virus_SSKS1","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Llyrvirus.s__Synechococcus_virus_SSKS1","High_fat_diet",0.544068044350276,5,116,0.636295761354005,2,0.185695338177052,72,0.0694444444444444,"Synechococcus","High_fat_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Llyrvirus.s__Synechococcus_virus_SSKS1","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Tamkungvirus.s__Synechococcus_virus_ST4","High_fat_diet",0.301029995663981,2,23,0.36208519356008,2,0.41702882811415,6,0.333333333333333,"Synechococcus","High_fat_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Tamkungvirus.s__Synechococcus_virus_ST4","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Tamkungvirus.s__Synechococcus_virus_ST4","Chow_diet",-0.301029995663981,2,23,0.36208519356008,2,0.41702882811415,6,0.333333333333333,"Synechococcus","Chow_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Tamkungvirus.s__Synechococcus_virus_ST4","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Omar","HFHS_diet",0.176091259055681,1,48,0.151861153330863,2,0.288675134594813,3,0.333333333333333,"Streptomyces","HFHS_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Omar","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Omar","Chow_diet",-0.176091259055681,1,48,0.151861153330863,2,0.288675134594813,3,0.333333333333333,"Streptomyces","Chow_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Omar","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Gilsonvirus.s__Streptomyces_virus_Comrade","EEN_diet",0.221848749616356,4,52,0.596975746109648,3,0.416025147168922,24,0.166666666666667,"Streptomyces","EEN_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Gilsonvirus.s__Streptomyces_virus_Comrade","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Gilsonvirus.s__Streptomyces_virus_Comrade","Omnivores",-0.477121254719662,4,52,0.596975746109648,3,0.416025147168922,24,0.166666666666667,"Streptomyces","Omnivores|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Gilsonvirus.s__Streptomyces_virus_Comrade","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Gilsonvirus.s__Streptomyces_virus_Comrade","Vegatarian",-0.1249387366083,4,52,0.596975746109648,3,0.416025147168922,24,0.166666666666667,"Streptomyces","Vegatarian|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Gilsonvirus.s__Streptomyces_virus_Comrade","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Wilnyevirus.s__Streptomyces_virus_BillNye","High_fat_diet",-0.176091259055681,1,60,0.144782950613958,2,0.258198889747161,18,0.0555555555555556,"Streptomyces","High_fat_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Wilnyevirus.s__Streptomyces_virus_BillNye","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Wilnyevirus.s__Streptomyces_virus_BillNye","Chow_diet",0.176091259055681,1,60,0.144782950613958,2,0.258198889747161,18,0.0555555555555556,"Streptomyces","Chow_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Wilnyevirus.s__Streptomyces_virus_BillNye","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Woodruffvirus.s__Streptomyces_virus_YDN12","Low_urbanization",-0.176091259055681,2,100,0.261648041295626,3,0.3,36,0.0555555555555556,"Streptomyces","Low_urbanization|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Woodruffvirus.s__Streptomyces_virus_YDN12","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Woodruffvirus.s__Streptomyces_virus_YDN12","Omnivores",-0.176091259055681,2,100,0.261648041295626,3,0.3,36,0.0555555555555556,"Streptomyces","Omnivores|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Woodruffvirus.s__Streptomyces_virus_YDN12","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Woodruffvirus.s__Streptomyces_virus_YDN12","High_urbanization",0.176091259055681,2,100,0.261648041295626,3,0.3,36,0.0555555555555556,"Streptomyces","High_urbanization|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Woodruffvirus.s__Streptomyces_virus_YDN12","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Woodruffvirus.s__Streptomyces_virus_YDN12","Vegatarian",0.176091259055681,2,100,0.261648041295626,3,0.3,36,0.0555555555555556,"Streptomyces","Vegatarian|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Woodruffvirus.s__Streptomyces_virus_YDN12","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_phage_APCM01","Chow_diet",0.301029995663981,2,31,0.335897557914084,2,0.35921060405355,12,0.166666666666667,"Streptococcus","Chow_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_phage_APCM01","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_phage_APCM01","High_fat_diet",-0.301029995663981,2,31,0.335897557914084,2,0.35921060405355,12,0.166666666666667,"Streptococcus","High_fat_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_phage_APCM01","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_phage_PH15","Low_urbanization",-0.176091259055681,1,113,0.127874311419998,2,0.188144173676719,15,0.0666666666666667,"Streptococcus","Low_urbanization|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_phage_PH15","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_phage_PH15","High_urbanization",0.176091259055681,1,113,0.127874311419998,2,0.188144173676719,15,0.0666666666666667,"Streptococcus","High_urbanization|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_phage_PH15","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_phage_SpSL1","Vegatarian",0.544068044350276,5,199,0.578929873611349,3,0.212664361502501,63,0.0793650793650794,"Streptococcus","Vegatarian|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_phage_SpSL1","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_phage_SpSL1","Omnivores",-0.544068044350276,5,199,0.578929873611349,3,0.212664361502501,63,0.0793650793650794,"Streptococcus","Omnivores|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_phage_SpSL1","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_virus_9874","Low_fiber_diet",0.602059991327962,15,694,1.43694789702078,6,0.227756885400337,192,0.078125,"Streptococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_virus_9874","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_virus_9874","High_fat_diet",0.653212513775344,15,694,1.43694789702078,6,0.227756885400337,192,0.078125,"Streptococcus","High_fat_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_virus_9874","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_virus_9874","High_urbanization",-0.176091259055681,15,694,1.43694789702078,6,0.227756885400337,192,0.078125,"Streptococcus","High_urbanization|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_virus_9874","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_virus_9874","Low_urbanization",0.176091259055681,15,694,1.43694789702078,6,0.227756885400337,192,0.078125,"Streptococcus","Low_urbanization|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_virus_9874","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_virus_9874","High_fiber_diet",-0.602059991327962,15,694,1.43694789702078,6,0.227756885400337,192,0.078125,"Streptococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_virus_9874","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_virus_9874","Chow_diet",-0.845098040014257,15,694,1.43694789702078,6,0.227756885400337,192,0.078125,"Streptococcus","Chow_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Streptococcus_virus_9874","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Kayvirus.s__Staphylococcus_virus_SA12","Low_fiber_diet",-0.544068044350276,5,23,0.905212983900201,2,0.41702882811415,12,0.416666666666667,"Staphylococcus","Low_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Kayvirus.s__Staphylococcus_virus_SA12","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Kayvirus.s__Staphylococcus_virus_SA12","Chow_diet",0.544068044350276,5,23,0.905212983900201,2,0.41702882811415,12,0.416666666666667,"Staphylococcus","Chow_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Kayvirus.s__Staphylococcus_virus_SA12","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Kayvirus.s__Staphylococcus_virus_SA12","High_fiber_diet",-0.544068044350276,5,23,0.905212983900201,2,0.41702882811415,12,0.416666666666667,"Staphylococcus","High_fiber_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Kayvirus.s__Staphylococcus_virus_SA12","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Sepunavirus.s__Staphylococcus_virus_IPLAC1C","Baseline",0.176091259055681,4,66,0.567827400373261,3,0.369274472937998,24,0.166666666666667,"Staphylococcus","Baseline|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Sepunavirus.s__Staphylococcus_virus_IPLAC1C","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Sepunavirus.s__Staphylococcus_virus_IPLAC1C","High_fat_diet",0.397940008672038,4,66,0.567827400373261,3,0.369274472937998,24,0.166666666666667,"Staphylococcus","High_fat_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Sepunavirus.s__Staphylococcus_virus_IPLAC1C","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Sepunavirus.s__Staphylococcus_virus_IPLAC1C","High_sugar_diet",-0.397940008672038,4,66,0.567827400373261,3,0.369274472937998,24,0.166666666666667,"Staphylococcus","High_sugar_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Sepunavirus.s__Staphylococcus_virus_IPLAC1C","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Sepunavirus.s__Staphylococcus_virus_IPLAC1C","High_protein_diet",-0.397940008672038,4,66,0.567827400373261,3,0.369274472937998,24,0.166666666666667,"Staphylococcus","High_protein_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Sepunavirus.s__Staphylococcus_virus_IPLAC1C","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Sepunavirus.s__Staphylococcus_virus_IPLAC1C","Chow_diet",-0.397940008672038,4,66,0.567827400373261,3,0.369274472937998,24,0.166666666666667,"Staphylococcus","Chow_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Sepunavirus.s__Staphylococcus_virus_IPLAC1C","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Sepunavirus.s__Staphylococcus_virus_IPLAC1C","WTP_diet",-0.176091259055681,4,66,0.567827400373261,3,0.369274472937998,24,0.166666666666667,"Staphylococcus","WTP_diet|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Sepunavirus.s__Staphylococcus_virus_IPLAC1C","Viru"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Autographiviridae.g__Drulisvirus.s__Shigella_virus_SFN6B","Baseline",0.176091259055681,1,53,0.148634337571835,2,0.274721127897378,6,0.166666666666667,"Shigella","Baseline|k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Autographiviridae.g__Drulisvirus.s__Shigella_virus_SFN6B","Viru"
