"Contig_number","Mapped_Reads_Number"
"NODE_8901_length_1339_cov_2.718847||lt2gene",52
"NODE_590_length_6184_cov_3.152227||full",198
"NODE_7303_length_1516_cov_3.441478||full",53
"NODE_11140_length_1157_cov_4.461887||full",86
"NODE_3976_length_2167_cov_4.141572||full",92
"NODE_5067_length_1895_cov_4.720652||full",91
"NODE_13338_length_1023_cov_3.507231||full",42
"NODE_1447_length_3729_cov_27.099891||full",1043
"NODE_531_length_6573_cov_7.533446||full",523
"NODE_1444_length_3731_cov_3.598749||full",163
"NODE_10480_length_1204_cov_3.007833||full",37
"NODE_8050_length_1429_cov_2.966521||full",70
"NODE_10191_length_1225_cov_6.179487||full",75
"NODE_838_length_5067_cov_6.117717||full",332
"NODE_299_length_9854_cov_6.282070||full",648
"NODE_9166_length_1315_cov_8.868254||full",137
"NODE_13161_length_1032_cov_3.780962||full",39
"NODE_974_length_4639_cov_4.834860||full",238
"NODE_9098_length_1321_cov_3.710111||full",49
"NODE_2324_length_2909_cov_3.884373||full",194
"NODE_5911_length_1729_cov_3.187575||full",57
"NODE_8130_length_1420_cov_3.870330||full",69
"NODE_4466_length_2033_cov_3.019211||full",72
"NODE_2622_length_2717_cov_3.424869||full",93
"NODE_28_length_29407_cov_27.741517||full",8133
"NODE_1245_length_4039_cov_5.150351||full",416
"NODE_5512_length_1805_cov_2.630286||full",56
"NODE_9797_length_1258_cov_2.244389||full",30
"NODE_6935_length_1569_cov_2.809115||full",63
"NODE_2655_length_2699_cov_2.585855||full",75
"NODE_10181_length_1226_cov_10.697694||lt2gene",142
"NODE_7998_length_1435_cov_2.308696||full",36
"NODE_2676_length_2690_cov_4.934345||lt2gene",136
"NODE_7697_length_1468_cov_4.426752||full",55
"NODE_66_length_20654_cov_24.695325||full",5324
"NODE_6861_length_1579_cov_16.377297||full",262
"NODE_6989_length_1561_cov_3.033201||full",49
"NODE_10677_length_1191_cov_2.828345||full",65
"NODE_1026_length_4486_cov_8.862785||full",500
"NODE_7537_length_1486_cov_5.789658||full",142
"NODE_1393_length_3800_cov_4.809613||full",189
"NODE_3746_length_2240_cov_3.518993||full_1",47
"NODE_2680_length_2690_cov_3.056926||full",93
"NODE_1835_length_3305_cov_3.957538||full",135
"NODE_4607_length_2001_cov_3.409558||full",85
"NODE_650_length_5869_cov_5.217750||full",341
"NODE_9943_length_1245_cov_3.146218||full",33
"NODE_7085_length_1546_cov_3.541247||lt2gene",59
"NODE_8316_length_1398_cov_2.711839||full",39
"NODE_6737_length_1597_cov_2.677043||full",45
"NODE_13010_length_1040_cov_2.174619||full",23
"NODE_11324_length_1145_cov_2.651376||full",35
"NODE_10993_length_1168_cov_3.031447||full",34
"NODE_373_length_8304_cov_4.156746||full",526
"NODE_1607_length_3546_cov_4.687196||full",181
"NODE_6019_length_1713_cov_2.253920||full",44
"NODE_12930_length_1045_cov_1.939394||full",20
"NODE_13701_length_1003_cov_2.336498||full",24
"NODE_1973_length_3185_cov_3.399042||full",112
"NODE_7206_length_1531_cov_5.657182||full",82
"NODE_8431_length_1386_cov_2.235913||full",31
"NODE_116_length_16579_cov_31.262769||full",5542
"NODE_1051_length_4437_cov_4.312414||full",253
"NODE_9264_length_1306_cov_4.139888||full",66
"NODE_697_length_5642_cov_4.450510||full",239
"NODE_747_length_5455_cov_5.477222||full",380
"NODE_1510_length_3660_cov_4.188072||full",162
"NODE_3042_length_2516_cov_3.366924||full",98
"NODE_2640_length_2708_cov_3.609876||full",127
"NODE_661_length_5800_cov_5.093647||full",356
"NODE_2513_length_2778_cov_7.052883||full",244
"NODE_5458_length_1817_cov_3.727015||full",72
"NODE_11905_length_1105_cov_2.605714||full",31
"NODE_7149_length_1539_cov_2.680593||full",42
"NODE_9661_length_1269_cov_3.004942||lt2gene",38
"NODE_10269_length_1219_cov_3.297251||lt2gene",48
"NODE_2436_length_2832_cov_3.476773||full",106
"NODE_1425_length_3750_cov_4.370501||full",181
"NODE_289_length_10027_cov_5.248696||full",547
"NODE_12037_length_1098_cov_2.348993||full",24
"NODE_7475_length_1495_cov_2.033333||full",31
"NODE_5722_length_1763_cov_2.783372||full",54
"NODE_8_length_42496_cov_26.838929||full",11979
"NODE_141_length_14976_cov_28.407680||full",4499
"NODE_681_length_5719_cov_4.436088||full",305
"NODE_1148_length_4223_cov_16.321017||full",795
"NODE_5690_length_1769_cov_3.525671||full",63
"NODE_9303_length_1303_cov_3.407051||full",41
"NODE_12008_length_1100_cov_2.664115||full",41
"NODE_4812_length_1955_cov_3.174211||full",65
"NODE_3571_length_2300_cov_4.209354||full",103
"NODE_6551_length_1623_cov_4.259566||full",89
"NODE_11111_length_1159_cov_3.807971||full",44
"NODE_7436_length_1499_cov_3.619114||full",78
"NODE_1241_length_4046_cov_22.903533||full",964
"NODE_309_length_9690_cov_4.892268||full",486
"NODE_6222_length_1677_cov_16.599877||full",295
"NODE_2121_length_3071_cov_4.304045||full",141
"NODE_3231_length_2437_cov_17.933669||full",458
"NODE_2823_length_2609_cov_4.532498||lt2gene",121
"NODE_4727_length_1976_cov_10.458615||full",225
"NODE_3913_length_2186_cov_3.201783||full",90
"NODE_4788_length_1961_cov_4.583421||full",93
"NODE_4914_length_1931_cov_3.360874||full",133
"NODE_10983_length_1169_cov_2.585278||full",30
"NODE_10745_length_1186_cov_2.952255||full",35
"NODE_8655_length_1364_cov_5.541635||full",70
"NODE_12420_length_1074_cov_3.943081||full",47
"NODE_11847_length_1109_cov_2.850095||lt2gene",32
"NODE_3698_length_2254_cov_4.434288||full",106
"NODE_2193_length_3011_cov_4.525710||lt2gene",157
"NODE_2340_length_2902_cov_4.482613||full",142
"NODE_5187_length_1872_cov_2.618602||lt2gene",57
"NODE_4069_length_2143_cov_4.126437||full",109
"NODE_1889_length_3258_cov_5.620980||full",197
"NODE_8651_length_1365_cov_2.629008||full",49
"NODE_7042_length_1552_cov_3.972612||full",63
"NODE_329_length_9181_cov_7.150559||full",742
"NODE_1474_length_3706_cov_4.481512||full",179
"NODE_2899_length_2572_cov_4.718315||full",127
"NODE_6669_length_1606_cov_4.934881||full",60
"NODE_4917_length_1930_cov_4.174933||full",84
"NODE_10308_length_1217_cov_3.109294||full",40
"NODE_1886_length_3263_cov_3.411471||full",122
"NODE_7937_length_1440_cov_6.859928||lt2gene",139
"NODE_7191_length_1533_cov_8.104195||full",174
"NODE_1067_length_4407_cov_3.942096||full",181
"NODE_5628_length_1782_cov_4.550087||full",67
"NODE_11578_length_1127_cov_2.507463||full",28
"NODE_1705_length_3443_cov_5.154073||full",192
"NODE_6860_length_1580_cov_1.819016||full",30
"NODE_11867_length_1108_cov_2.349478||full",25
"NODE_5527_length_1802_cov_2.913566||full",63
"NODE_9726_length_1263_cov_3.884106||full",59
"NODE_11759_length_1114_cov_2.654391||full",29
"NODE_9246_length_1308_cov_2.850758||full",41
"NODE_8762_length_1355_cov_1.666923||full",26
"NODE_1459_length_3721_cov_6.387889||full",250
"NODE_6568_length_1620_cov_17.679872||full",640
"NODE_5790_length_1749_cov_2.108619||full",39
"NODE_3050_length_2514_cov_3.549004||full_1",70
"NODE_4829_length_1950_cov_8.188918||full",177
"NODE_10368_length_1212_cov_16.965428||full",200
"NODE_3241_length_2434_cov_1.974779||full",48
"NODE_4433_length_2041_cov_3.633434||lt2gene",85
"NODE_1861_length_3289_cov_3.306432||full",114
"NODE_2290_length_2933_cov_5.761640||full",115
"NODE_6467_length_1639_cov_3.393939||full",62
"NODE_5864_length_1735_cov_5.120833||full",86
"NODE_8345_length_1394_cov_8.551158||full",340
"NODE_2192_length_3011_cov_5.871448||full",189
"NODE_4332_length_2069_cov_2.687190||full",83
"NODE_1485_length_3692_cov_4.827605||full",192
"NODE_1040_length_4468_cov_4.851801||full",236
"NODE_7978_length_1436_cov_11.693700||lt2gene",231
"NODE_13146_length_1033_cov_3.314928||full",42
"NODE_3518_length_2321_cov_2.678729||full",59
"NODE_6827_length_1584_cov_3.699150||full",65
"NODE_5212_length_1866_cov_1.855329||full",34
"NODE_6630_length_1613_cov_2.905648||full",43
"NODE_9439_length_1290_cov_6.849393||full",104
"NODE_4904_length_1933_cov_4.232694||full",90
"NODE_731_length_5490_cov_5.466421||full",315
"NODE_127_length_15925_cov_29.439130||full_1",166
"NODE_11871_length_1107_cov_4.991445||full",77
"NODE_6685_length_1604_cov_3.023241||full",49
"NODE_10876_length_1176_cov_2.747547||full",38
"NODE_990_length_4602_cov_3.338025||full",182
"NODE_10806_length_1181_cov_3.575488||full",42
"NODE_8980_length_1331_cov_10.098746||lt2gene",185
"NODE_315_length_9526_cov_6.011403||full",594
"NODE_2985_length_2539_cov_4.599839||full",176
"NODE_4011_length_2157_cov_4.844434||full",121
"NODE_4204_length_2101_cov_2.471163||full",54
"NODE_10000_length_1241_cov_3.480607||full",53
"NODE_13105_length_1035_cov_2.713265||lt2gene",43
"NODE_12320_length_1080_cov_2.060488||full",47
"NODE_4017_length_2156_cov_4.825321||full",107
"NODE_12431_length_1074_cov_1.865554||full",25
"NODE_3267_length_2421_cov_2.759087||full",70
"NODE_12489_length_1070_cov_3.119212||lt2gene",35
"NODE_8097_length_1424_cov_3.036523||full",38
"NODE_7719_length_1466_cov_2.592488||full",43
"NODE_198_length_12760_cov_4.697442||full",646
"NODE_10789_length_1182_cov_5.018634||full",64
"NODE_10684_length_1191_cov_1.910211||full",27
"NODE_2450_length_2819_cov_4.342619||full",139
"NODE_5440_length_1820_cov_25.887819||full",537
"NODE_5431_length_1822_cov_3.113752||full",62
"NODE_1272_length_3987_cov_3.196338||full",132
"NODE_11084_length_1162_cov_2.404697||full",33
"NODE_6458_length_1640_cov_34.771609||full",2122
"NODE_2675_length_2690_cov_7.086528||full",223
"NODE_6497_length_1633_cov_3.918885||full",66
"NODE_1494_length_3680_cov_5.716690||full",216
"NODE_440_length_7472_cov_3.489416||full",278
"NODE_3869_length_2199_cov_3.664179||full",83
"NODE_7148_length_1539_cov_3.105121||full",60
"NODE_124_length_16282_cov_11.561718||full",2089
"NODE_350_length_8700_cov_22.703759||full",2036
"NODE_1614_length_3538_cov_3.633936||full",157
"NODE_4544_length_2015_cov_5.647449||full",122
"NODE_3950_length_2173_cov_3.261095||full",78
"NODE_8371_length_1392_cov_3.847420||lt2gene",63
"NODE_10756_length_1185_cov_3.582301||full",47
"NODE_3144_length_2474_cov_4.006614||full",100
"NODE_8367_length_1393_cov_2.574738||full",38
"NODE_10818_length_1180_cov_3.242667||full",38
"NODE_1764_length_3370_cov_9.189744||full_1",43
"NODE_9768_length_1259_cov_9.457641||full",131
"NODE_3382_length_2376_cov_2.604481||full",71
"NODE_12510_length_1069_cov_1.650888||lt2gene",18
"NODE_7474_length_1495_cov_2.531250||full",39
"NODE_6258_length_1673_cov_2.432633||full",41
"NODE_11468_length_1134_cov_2.213160||lt2gene",37
"NODE_705_length_5592_cov_5.571609||full",363
"NODE_4706_length_1981_cov_3.250260||full",50
"NODE_1635_length_3523_cov_9.777682||full",430
"NODE_10219_length_1223_cov_2.964897||full",115
"NODE_11075_length_1163_cov_2.588448||lt2gene",38
"NODE_11466_length_1134_cov_2.594069||full",60
"NODE_7546_length_1485_cov_4.951748||lt2gene",94
"NODE_1840_length_3304_cov_3.797168||full",131
"NODE_6867_length_1579_cov_3.335302||lt2gene",54
"NODE_423_length_7656_cov_19.450467||full",1578
"NODE_3841_length_2207_cov_4.920074||full",372
"NODE_9682_length_1266_cov_8.912469||full",173
"NODE_4647_length_1992_cov_4.121838||full",116
"NODE_3597_length_2293_cov_6.374441||full",161
"NODE_4848_length_1946_cov_4.391327||full",87
"NODE_5235_length_1859_cov_6.569845||full",130
"NODE_568_length_6360_cov_10.497383||full",248
"NODE_4365_length_2057_cov_3.835165||full",81
"NODE_12160_length_1089_cov_4.177950||full",43
"NODE_5724_length_1763_cov_2.697307||full",56
"NODE_4187_length_2109_cov_2.724440||full",59
"NODE_9711_length_1265_cov_2.380165||full",35
"NODE_6639_length_1611_cov_3.641388||full",64
"NODE_8398_length_1389_cov_3.006747||lt2gene",52
"NODE_1007_length_4564_cov_34.289421||full",1622
"NODE_470_length_7108_cov_9.774989||full",638
"NODE_9955_length_1244_cov_4.056350||lt2gene",94
"NODE_7245_length_1526_cov_3.098572||full",64
"NODE_1907_length_3241_cov_31.486190||full",1112
"NODE_1380_length_3822_cov_7.537563||full",320
"NODE_1684_length_3467_cov_5.415885||lt2gene",196
"NODE_375_length_8293_cov_6.384681||full",556
"NODE_5159_length_1878_cov_3.897422||full",75
"NODE_5038_length_1903_cov_4.823593||full",105
"NODE_578_length_6286_cov_4.801958||full",325
"NODE_2383_length_2868_cov_3.102382||full",110
"NODE_12905_length_1046_cov_2.532795||lt2gene",30
"NODE_12530_length_1068_cov_1.764067||full",21
"NODE_2082_length_3096_cov_4.882276||full",155
"NODE_7275_length_1521_cov_4.971351||full",103
"NODE_2_length_59667_cov_23.704254||full_1",13726
"NODE_9487_length_1285_cov_3.356098||full",43
"NODE_767_length_5374_cov_23.411356||full",1339
"NODE_372_length_8310_cov_26.198789||full",2292
"NODE_564_length_6385_cov_5.441074||full",472
"NODE_795_length_5254_cov_4.741681||full",270
"NODE_8900_length_1339_cov_3.063863||full",43
"NODE_5720_length_1763_cov_3.731265||full",67
"NODE_8977_length_1332_cov_2.491778||lt2gene",35
"NODE_8201_length_1412_cov_4.032424||full",57
"NODE_258_length_10912_cov_6.257069||full",739
"NODE_1018_length_4515_cov_6.278924||full",300
"NODE_1476_length_3702_cov_9.763093||full",323
"NODE_6649_length_1609_cov_3.891892||full",126
"NODE_680_length_5720_cov_5.576523||full",337
"NODE_282_length_10182_cov_6.309667||full",701
"NODE_6152_length_1690_cov_5.123547||full",109
"NODE_2162_length_3037_cov_3.234742||full",112
"NODE_4926_length_1927_cov_2.486111||full",49
"NODE_8059_length_1428_cov_3.790240||full",57
"NODE_9045_length_1326_cov_3.745083||full",52
"NODE_3669_length_2264_cov_4.262110||full",240
"NODE_4499_length_2024_cov_3.070594||full",69
"NODE_11831_length_1110_cov_3.002844||full",33
"NODE_3687_length_2257_cov_4.096276||full",103
"NODE_2586_length_2737_cov_4.540641||full",174
"NODE_6949_length_1567_cov_2.879630||full",55
"NODE_4751_length_1969_cov_3.708464||full",85
"NODE_3884_length_2193_cov_3.726848||full",83
"NODE_2508_length_2781_cov_4.170213||full",134
"NODE_2625_length_2714_cov_3.906732||full",165
"NODE_9012_length_1329_cov_2.763736||full",42
"NODE_8200_length_1413_cov_1.822533||full",34
"NODE_8208_length_1411_cov_3.296460||full",50
"NODE_12542_length_1067_cov_2.747036||full",29
"NODE_4156_length_2120_cov_2.811138||full",97
"NODE_3046_length_2515_cov_3.508537||full",93
"NODE_11903_length_1105_cov_2.793333||full",32
"NODE_3364_length_2381_cov_2.843938||full",73
"NODE_10679_length_1191_cov_2.704225||full",34
"NODE_11686_length_1120_cov_2.222535||full",23
"NODE_7438_length_1499_cov_2.457064||full",30
"NODE_10310_length_1217_cov_3.043890||full",37
"NODE_10995_length_1168_cov_2.673854||full",31
"NODE_1367_length_3838_cov_5.770024||full",254
"NODE_5887_length_1733_cov_4.528010||full",87
"NODE_4588_length_2006_cov_4.526909||full",91
"NODE_3057_length_2512_cov_9.568173||full",274
"NODE_3710_length_2251_cov_2.841075||full",65
"NODE_9748_length_1262_cov_2.518641||full",32
"NODE_12477_length_1071_cov_2.359252||full",25
"NODE_9197_length_1313_cov_3.807631||full",50
"NODE_5851_length_1738_cov_2.566845||full",45
"NODE_1767_length_3366_cov_3.364240||full",119
"NODE_1374_length_3830_cov_6.623841||full",318
"NODE_5863_length_1735_cov_10.927976||full",208
"NODE_410_length_7810_cov_4.845777||full",402
"NODE_4338_length_2066_cov_6.938836||full",183
"NODE_1234_length_4063_cov_3.638723||full",159
"NODE_4049_length_2148_cov_7.063067||full",177
"NODE_11269_length_1149_cov_3.510055||lt2gene",42
"NODE_6112_length_1696_cov_2.763559||lt2gene",55
"NODE_1507_length_3662_cov_22.402828||full",1002
"NODE_307_length_9712_cov_4.576577||full",467
"NODE_6462_length_1639_cov_4.677399||lt2gene",79
"NODE_1728_length_3411_cov_6.094756||full_1",247
"NODE_159_length_14218_cov_5.361082||full",810
"NODE_6570_length_1620_cov_4.464537||full",86
"NODE_1789_length_3346_cov_3.198116||lt2gene",112
"NODE_1880_length_3268_cov_3.177093||full",118
"NODE_134_length_15461_cov_30.615539||full",4939
"NODE_499_length_6873_cov_4.289088||full",308
"NODE_415_length_7781_cov_6.020062||full",491
"NODE_1552_length_3613_cov_3.892917||full",150
"NODE_8530_length_1376_cov_3.842544||full",117
"NODE_11967_length_1101_cov_7.983748||full",107
"NODE_934_length_4761_cov_7.709732||full",386
"NODE_8279_length_1402_cov_3.064588||lt2gene",43
"NODE_11931_length_1103_cov_3.935115||lt2gene",52
"NODE_4289_length_2079_cov_3.665514||full",80
"NODE_5493_length_1811_cov_5.421982||full_1",77
"NODE_13079_length_1036_cov_2.916412||full",30
"NODE_3532_length_2316_cov_3.719151||full",88
"NODE_10680_length_1191_cov_2.559859||full",35
"NODE_7095_length_1545_cov_3.599329||full",58
"NODE_9914_length_1248_cov_1.561609||lt2gene",20
"NODE_2069_length_3106_cov_3.259259||full",106
"NODE_6784_length_1591_cov_2.772786||full",42
"NODE_10707_length_1189_cov_1.860670||full",23
"NODE_1096_length_4356_cov_25.990002||full",1114
"NODE_441_length_7451_cov_8.248513||full",665
"NODE_1275_length_3978_cov_5.828703||full",252
"NODE_11062_length_1163_cov_4.212094||full",56
"NODE_873_length_4964_cov_5.312487||full",307
"NODE_5338_length_1840_cov_7.709804||full",143
"NODE_10220_length_1223_cov_2.852740||full",36
"NODE_5584_length_1790_cov_3.831700||full",75
"NODE_2933_length_2561_cov_6.296089||full",159
"NODE_6796_length_1589_cov_2.717731||full",71
"NODE_3630_length_2282_cov_2.458464||full",68
"NODE_5702_length_1767_cov_1.960280||full",36
"NODE_12135_length_1091_cov_1.667954||lt2gene",19
"NODE_1902_length_3249_cov_2.991234||full",104
"NODE_7414_length_1501_cov_20.100277||lt2gene",318
"NODE_9391_length_1295_cov_2.358065||full",63
"NODE_11599_length_1125_cov_5.737383||lt2gene",66
"NODE_10804_length_1181_cov_4.332149||full",51
"NODE_12680_length_1059_cov_1.912351||full",22
"NODE_13402_length_1019_cov_1.734440||lt2gene",26
"NODE_8687_length_1362_cov_2.497322||full",34
"NODE_154_length_14484_cov_29.281794||full",6221
"NODE_8689_length_1361_cov_37.906585||full",538
"NODE_3056_length_2513_cov_2.075264||full",56
"NODE_7459_length_1496_cov_3.233171||full",56
"NODE_3344_length_2392_cov_3.896021||full",96
"NODE_6508_length_1631_cov_4.348350||full",107
"NODE_13380_length_1020_cov_2.779275||full",29
"NODE_8500_length_1379_cov_4.216012||full",50
"NODE_5361_length_1834_cov_4.010118||full",107
"NODE_6460_length_1639_cov_18.225379||full",331
"NODE_13539_length_1011_cov_3.313808||full",41
"NODE_3728_length_2245_cov_4.429680||full",102
"NODE_8421_length_1386_cov_4.432006||full",64
"NODE_13711_length_1002_cov_4.095037||full",38
"NODE_4312_length_2074_cov_2.252105||full",43
"NODE_12358_length_1077_cov_23.451076||full",273
"NODE_4654_length_1991_cov_5.345558||full",108
"NODE_10929_length_1172_cov_3.708147||full",46
"NODE_12533_length_1067_cov_4.342885||full",54
"NODE_9013_length_1329_cov_2.122449||full",30
"NODE_5658_length_1776_cov_4.326554||full",91
"NODE_9215_length_1311_cov_2.890127||full",51
"NODE_1_length_94524_cov_127.882057||full",126512
"NODE_157_length_14266_cov_28.101119||full",4293
"NODE_88_length_18559_cov_6.522752||full",1318
"NODE_1517_length_3650_cov_16.131850||full",686
"NODE_5096_length_1890_cov_14.583651||full",297
"NODE_4438_length_2039_cov_4.109879||full",110
"NODE_1435_length_3740_cov_6.068114||full",246
"NODE_3506_length_2326_cov_2.968296||full",73
"NODE_5298_length_1848_cov_2.262688||full",132
"NODE_6187_length_1684_cov_2.710866||full",46
"NODE_11786_length_1113_cov_1.879962||full",21
"NODE_13494_length_1014_cov_1.587070||full",16
"NODE_7094_length_1545_cov_4.200000||full",81
"NODE_5540_length_1800_cov_2.138682||full",63
"NODE_819_length_5163_cov_8.961825||full",553
"NODE_22_length_31631_cov_6.864581||full",2116
"NODE_8160_length_1417_cov_4.074890||lt2gene",71
"NODE_1289_length_3954_cov_7.246217||full",341
"NODE_308_length_9708_cov_5.439967||full",554
